instrument_id,isin,symbol,resolution_status
NSE-ISIN:INE891B01012,INE891B01012,DCMFINSERV,CERTIFIED
NSE-ISIN:INE08KP01019,INE08KP01019,DCMNVL,CERTIFIED
NSE-ISIN:INE499A01024,INE499A01024,DCMSHRIRAM,CERTIFIED
NSE-ISIN:INE0OU201013,INE0OU201013,DCMSIL,CERTIFIED
NSE-ISIN:INE843D01027,INE843D01027,DCMSRIND,CERTIFIED
NSE-ISIN:INE499A01024,INE499A01024,DCMSHRIRAM,CERTIFIED
NSE-ISIN:INE500A01029,INE500A01029,DCW,CERTIFIED
NSE-ISIN:INE0KL801015,INE0KL801015,DCXINDIA,CERTIFIED
NSE-ISIN:INE0HR601026,INE0HR601026,DDEVPLSTIK,CERTIFIED
NSE-ISIN:INE583C01013,INE583C01013,DECCANCE,CERTIFIED
NSE-ISIN:INE583C01021,INE583C01021,DECCANCE,CERTIFIED
NSE-ISIN:INE945F01025,INE945F01025,DECNGOLD,CERTIFIED
NSE-ISIN:INE172I01012,INE172I01012,DECOLIGHT,CERTIFIED
NSE-ISIN:INE841L01016,INE841L01016,DEEDEV,CERTIFIED
NSE-ISIN:INE00IY01012,INE00IY01012,DEEP,CERTIFIED
NSE-ISIN:INE1M2N01020,INE1M2N01020,DEEPA,CERTIFIED
NSE-ISIN:INE501A01019,INE501A01019,DEEPAKFERT,CERTIFIED
NSE-ISIN:INE288B01011,INE288B01011,DEEPAKNTR,CERTIFIED
NSE-ISIN:INE288B01029,INE288B01029,DEEPAKNTR,CERTIFIED
NSE-ISIN:INE677H01012,INE677H01012,DEEPENR,CERTIFIED
NSE-ISIN:INE677H01012,INE677H01012,DEEPENR,CERTIFIED
NSE-ISIN:INE0FHS01016,INE0FHS01016,DEEPINDS,CERTIFIED
NSE-ISIN:INE0FHS01024,INE0FHS01024,DEEPINDS,CERTIFIED
NSE-ISIN:INE148O01028,INE148O01028,DELHIVERY,CERTIFIED
NSE-ISIN:INE726L01027,INE726L01027,DELPHIFX,CERTIFIED
NSE-ISIN:INE124G01033,INE124G01033,DELTACORP,CERTIFIED
NSE-ISIN:INE393A01011,INE393A01011,DELTAMAGNT,CERTIFIED
NSE-ISIN:INE947J01015,INE947J01015,DEN,CERTIFIED
NSE-ISIN:INE077A01010,INE077A01010,DENABANK,CERTIFIED
NSE-ISIN:INE244A01016,INE244A01016,DENORA,CERTIFIED
NSE-ISIN:INE502A01017,INE502A01017,DENSO,CERTIFIED
NSE-ISIN:INE0R4L01018,INE0R4L01018,DENTA,CERTIFIED
NSE-ISIN:INE060X01034,INE060X01034,DEVIT,CERTIFIED
NSE-ISIN:INE0VOV01021,INE0VOV01021,DEVX,CERTIFIED
NSE-ISIN:INE872J01023,INE872J01023,DEVYANI,CERTIFIED
NSE-ISIN:INE202B01012,INE202B01012,DHFL,CERTIFIED
NSE-ISIN:INE456C01012,INE456C01012,DFMFOODS,CERTIFIED
NSE-ISIN:INE456C01020,INE456C01020,DFMFOODS,CERTIFIED
NSE-ISIN:INE03JI01017,INE03JI01017,DGCONTENT,CERTIFIED
NSE-ISIN:INE260R01016,INE260R01016,DHABRIYA,CERTIFIED
NSE-ISIN:INE041A01016,INE041A01016,DHAMPURSUG,CERTIFIED
NSE-ISIN:INE680A01011,INE680A01011,DHANBANK,CERTIFIED
NSE-ISIN:INE274G01010,INE274G01010,DHANI,CERTIFIED
NSE-ISIN:INE435G01025,INE435G01025,DHANUKA,CERTIFIED
NSE-ISIN:INE615R01029,INE615R01029,TRU,CERTIFIED
NSE-ISIN:INE505A01010,INE505A01010,DMCC,CERTIFIED
NSE-ISIN:INE278R01034,INE278R01034,DHARAN,CERTIFIED
NSE-ISIN:INE00OQ01016,INE00OQ01016,DHARMAJ,CERTIFIED
NSE-ISIN:INE988C01014,INE988C01014,DHARSUGAR,CERTIFIED
NSE-ISIN:INE715T01031,INE715T01031,DHATRE,CERTIFIED
NSE-ISIN:INE202B01012,INE202B01012,DHFL,CERTIFIED
NSE-ISIN:INE01NH01023,INE01NH01023,DHOOTTRANS,CERTIFIED
NSE-ISIN:INE506Z01015,INE506Z01015,DHRUV,CERTIFIED
NSE-ISIN:INE320L01011,INE320L01011,DHUNINV,CERTIFIED
NSE-ISIN:INE989C01038,INE989C01038,DIACABS,CERTIFIED
NSE-ISIN:INE591D01014,INE591D01014,DIAMINESQ,CERTIFIED
NSE-ISIN:INE393P01035,INE393P01035,DIAMONDYD,CERTIFIED
NSE-ISIN:INE989C01012,INE989C01012,DIAPOWER,CERTIFIED
NSE-ISIN:INE303A01010,INE303A01010,DICIND,CERTIFIED
NSE-ISIN:INE184O01015,INE184O01015,DIFFNKG,CERTIFIED
NSE-ISIN:INE0PSC01024,INE0PSC01024,DIGIDRIVE,CERTIFIED
NSE-ISIN:INE927C01020,INE927C01020,DIGISPICE,CERTIFIED
NSE-ISIN:INE0U4701011,INE0U4701011,DIGITIDE,CERTIFIED
NSE-ISIN:INE471A01023,INE471A01023,DIGJAM,CERTIFIED
NSE-ISIN:INE731U01028,INE731U01028,DIGJAMLMTD,CERTIFIED
NSE-ISIN:INE731U01010,INE731U01010,DIGJAMLTD,CERTIFIED
NSE-ISIN:INE131C01011,INE131C01011,DISAQ,CERTIFIED
NSE-ISIN:INE353G01020,INE353G01020,DISHMAN,CERTIFIED
NSE-ISIN:INE836F01026,INE836F01026,DISHTV,CERTIFIED
NSE-ISIN:INE753U01022,INE753U01022,DIVGIITTS,CERTIFIED
NSE-ISIN:INE361B01024,INE361B01024,DIVISLAB,CERTIFIED
NSE-ISIN:INE935N01020,INE935N01020,DIXON,CERTIFIED
NSE-ISIN:INE0B1K01014,INE0B1K01014,DJML,CERTIFIED
NSE-ISIN:INE271C01023,INE271C01023,DLF,CERTIFIED
NSE-ISIN:INE250K01012,INE250K01012,DLINKINDIA,CERTIFIED
NSE-ISIN:INE192R01011,INE192R01011,DMART,CERTIFIED
NSE-ISIN:INE505A01010,INE505A01010,DMCC,CERTIFIED
NSE-ISIN:INE016M01021,INE016M01021,DNAMEDIA,CERTIFIED
NSE-ISIN:INE021O01019,INE021O01019,DODLA,CERTIFIED
NSE-ISIN:INE966A01022,INE966A01022,DOLATALGO,CERTIFIED
NSE-ISIN:INE966A01022,INE966A01022,DOLATALGO,CERTIFIED
NSE-ISIN:INE325C01027,INE325C01027,DOLLAR,CERTIFIED
NSE-ISIN:INE325C01035,INE325C01035,DOLLAR,CERTIFIED
NSE-ISIN:INE0JHH01011,INE0JHH01011,DOLLEX,CERTIFIED
NSE-ISIN:INE920A01037,INE920A01037,DOLPHIN,CERTIFIED
NSE-ISIN:INE920A01011,INE920A01011,DOLPHINOFF,CERTIFIED
NSE-ISIN:INE321T01012,INE321T01012,DOMS,CERTIFIED
NSE-ISIN:INE668D01028,INE668D01028,DONEAR,CERTIFIED
NSE-ISIN:INE266Y01019,INE266Y01019,DPABHUSHAN,CERTIFIED
NSE-ISIN:INE477B01010,INE477B01010,DVL,CERTIFIED
NSE-ISIN:INE360C01016,INE360C01016,DPSCLTD,CERTIFIED
NSE-ISIN:INE360C01024,INE360C01024,DPSCLTD,CERTIFIED
NSE-ISIN:INE477B01010,INE477B01010,DPL,CERTIFIED
NSE-ISIN:INE864X01013,INE864X01013,DPWIRES,CERTIFIED
NSE-ISIN:INE656K01010,INE656K01010,DQE,CERTIFIED
NSE-ISIN:INE934C01018,INE934C01018,DRAGARWQ,CERTIFIED
NSE-ISIN:INE03RS01019,INE03RS01019,DRCSYSTEMS,CERTIFIED
NSE-ISIN:INE03RS01027,INE03RS01027,DRCSYSTEMS,CERTIFIED
NSE-ISIN:INE0JS101016,INE0JS101016,DREAMFOLKS,CERTIFIED
NSE-ISIN:INE506A01018,INE506A01018,DREDGECORP,CERTIFIED
NSE-ISIN:INE089A01023,INE089A01023,DRREDDY,CERTIFIED
NSE-ISIN:INE089A01031,INE089A01031,DRREDDY,CERTIFIED
NSE-ISIN:INE0OFM01015,INE0OFM01015,DSFCL,CERTIFIED
NSE-ISIN:INE891A01014,INE891A01014,DSKULKARNI,CERTIFIED
NSE-ISIN:INE891A01022,INE891A01022,DSKULKARNI,CERTIFIED
NSE-ISIN:INE417B01040,INE417B01040,DSSL,CERTIFIED
NSE-ISIN:INE341R01014,INE341R01014,DTIL,CERTIFIED
NSE-ISIN:INE477B01010,INE477B01010,DPTL,CERTIFIED
NSE-ISIN:INE741L01018,INE741L01018,DUCON,CERTIFIED
NSE-ISIN:INE477B01010,INE477B01010,DVL,CERTIFIED
NSE-ISIN:INE366A01033,INE366A01033,DWARKESH,CERTIFIED
NSE-ISIN:INE366A01041,INE366A01041,DWARKESH,CERTIFIED
NSE-ISIN:INE600Y01019,INE600Y01019,DYCL,CERTIFIED
NSE-ISIN:INE221B01012,INE221B01012,DYNAMATECH,CERTIFIED
NSE-ISIN:INE417B01032,INE417B01032,DYNASYS,CERTIFIED
NSE-ISIN:INE741L01018,INE741L01018,DUCON,CERTIFIED
NSE-ISIN:INE256H01015,INE256H01015,DYNPRO,CERTIFIED
NSE-ISIN:INE255Z01027,INE255Z01027,E2E,CERTIFIED
NSE-ISIN:INE07O001018,INE07O001018,EASEMYTRIP,CERTIFIED
NSE-ISIN:INE07O001026,INE07O001026,EASEMYTRIP,CERTIFIED
NSE-ISIN:INE962C01027,INE962C01027,EASTSILK,CERTIFIED
NSE-ISIN:INE962C01035,INE962C01035,EASTSILK,CERTIFIED
NSE-ISIN:INE595R01023,INE595R01023,EASTWEST,CERTIFIED
NSE-ISIN:INE268C01029,INE268C01029,EASUNREYRL,CERTIFIED
NSE-ISIN:INE18JU01028,INE18JU01028,EBGNG,CERTIFIED
NSE-ISIN:INE432F01032,INE432F01032,EBIX,CERTIFIED
NSE-ISIN:INE726L01019,INE726L01019,EBIXFOREX,CERTIFIED
NSE-ISIN:INE726L01027,INE726L01027,DELPHIFX,CERTIFIED
NSE-ISIN:INE588B01014,INE588B01014,ECEIND,CERTIFIED
NSE-ISIN:INE738I01010,INE738I01010,ECLERX,CERTIFIED
NSE-ISIN:INE316A01038,INE316A01038,ECORECO,CERTIFIED
NSE-ISIN:INE06HJ01020,INE06HJ01020,ECOSMOBLTY,CERTIFIED
NSE-ISIN:INE532F01054,INE532F01054,EDELWEISS,CERTIFIED
NSE-ISIN:INE180G01019,INE180G01019,EDL,CERTIFIED
NSE-ISIN:INE889J01019,INE889J01019,EDSERV,CERTIFIED
NSE-ISIN:INE216H01027,INE216H01027,EDUCOMP,CERTIFIED
NSE-ISIN:INE886D01026,INE886D01026,EFCIL,CERTIFIED
NSE-ISIN:INE066A01013,INE066A01013,EICHERMOT,CERTIFIED
NSE-ISIN:INE066A01021,INE066A01021,EICHERMOT,CERTIFIED
NSE-ISIN:INE126A01031,INE126A01031,EIDPARRY,CERTIFIED
NSE-ISIN:INE0LLY01014,INE0LLY01014,EIEL,CERTIFIED
NSE-ISIN:INE546V01010,INE546V01010,EIFFL,CERTIFIED
NSE-ISIN:INE276C01014,INE276C01014,EIHAHOTELS,CERTIFIED
NSE-ISIN:INE230A01023,INE230A01023,EIHOTEL,CERTIFIED
NSE-ISIN:INE158B01016,INE158B01016,EIMCOELECO,CERTIFIED
NSE-ISIN:INE184H01027,INE184H01027,EKC,CERTIFIED
NSE-ISIN:INE0CPR01018,INE0CPR01018,EKI,CERTIFIED
NSE-ISIN:INE311H01018,INE311H01018,ELAND,CERTIFIED
NSE-ISIN:INE280B01018,INE280B01018,ELANTAS,CERTIFIED
NSE-ISIN:INE927X01018,INE927X01018,ELCIDIN,CERTIFIED
NSE-ISIN:INE668G01021,INE668G01021,ELDEHSG,CERTIFIED
NSE-ISIN:INE975A01015,INE975A01015,ELDERPHARM,CERTIFIED
NSE-ISIN:INE205B01023,INE205B01023,ELECON,CERTIFIED
NSE-ISIN:INE205B01031,INE205B01031,ELECON,CERTIFIED
NSE-ISIN:INE086A01029,INE086A01029,ELECTCAST,CERTIFIED
NSE-ISIN:INE822G01016,INE822G01016,ELECTHERM,CERTIFIED
NSE-ISIN:INE158F01017,INE158F01017,ELFORGE,CERTIFIED
NSE-ISIN:INE285A01027,INE285A01027,ELGIEQUIP,CERTIFIED
NSE-ISIN:INE819L01012,INE819L01012,ELGIRUBCO,CERTIFIED
NSE-ISIN:INE050401020,INE050401020,ELIN,CERTIFIED
NSE-ISIN:INE669R01026,INE669R01026,ELITECON,CERTIFIED
NSE-ISIN:INE236E01022,INE236E01022,ELLEN,CERTIFIED
NSE-ISIN:INE033C01019,INE033C01019,ELNET,CERTIFIED
NSE-ISIN:INE579B01039,INE579B01039,ELPROINTL,CERTIFIED
NSE-ISIN:INE778K01012,INE778K01012,EMAMIREAL,CERTIFIED
NSE-ISIN:INE548C01032,INE548C01032,EMAMILTD,CERTIFIED
NSE-ISIN:INE830C01026,INE830C01026,EMAMIPAP,CERTIFIED
NSE-ISIN:INE778K01012,INE778K01012,EMAMIREAL,CERTIFIED
NSE-ISIN:INE069I01010,INE069I01010,EMBDL,CERTIFIED
NSE-ISIN:INE078A01026,INE078A01026,EMCO,CERTIFIED
NSE-ISIN:INE168P01015,INE168P01015,EMCURE,CERTIFIED
NSE-ISIN:INE199A01012,INE199A01012,MERCK,CERTIFIED
NSE-ISIN:INE02YR01019,INE02YR01019,EMIL,CERTIFIED
NSE-ISIN:INE296H01011,INE296H01011,EMKAY,CERTIFIED
NSE-ISIN:INE753K01015,INE753K01015,EMMBI,CERTIFIED
NSE-ISIN:INE1C6T01020,INE1C6T01020,EMMVEE,CERTIFIED
NSE-ISIN:INE928B01012,INE928B01012,EMPEESUG,CERTIFIED
NSE-ISIN:INE515H01014,INE515H01014,EMPIND,CERTIFIED
NSE-ISIN:INE507F01023,INE507F01023,EMPOWER,CERTIFIED
NSE-ISIN:INE0OV601013,INE0OV601013,EMSLIMITED,CERTIFIED
NSE-ISIN:INE01QM01018,INE01QM01018,EMUDHRA,CERTIFIED
NSE-ISIN:INE913H01037,INE913H01037,ENDURANCE,CERTIFIED
NSE-ISIN:INE306C01019,INE306C01019,ENERGYDEV,CERTIFIED
NSE-ISIN:INE510A01028,INE510A01028,ENGINERSIN,CERTIFIED
NSE-ISIN:INE265F01028,INE265F01028,ENIL,CERTIFIED
NSE-ISIN:INE062D01024,INE062D01024,ALICON,CERTIFIED
NSE-ISIN:INE130L01014,INE130L01014,ENKEIWHEL,CERTIFIED
NSE-ISIN:INE291F01016,INE291F01016,HINDUJAFO,CERTIFIED
NSE-ISIN:INE1NPP01017,INE1NPP01017,ENRIN,CERTIFIED
NSE-ISIN:INE010601016,INE010601016,ENTERO,CERTIFIED
NSE-ISIN:INE076H01025,INE076H01025,EON,CERTIFIED
NSE-ISIN:INE076H01017,INE076H01017,EONELECT,CERTIFIED
NSE-ISIN:INE0G5901015,INE0G5901015,EPACK,CERTIFIED
NSE-ISIN:INE0MLS01022,INE0MLS01022,EPACKPEB,CERTIFIED
NSE-ISIN:INE071N01016,INE071N01016,EPIGRAL,CERTIFIED
NSE-ISIN:INE255A01020,INE255A01020,EPL,CERTIFIED
NSE-ISIN:INE217G01035,INE217G01035,EQUIPPP,CERTIFIED
NSE-ISIN:INE988K01017,INE988K01017,EQUITAS,CERTIFIED
NSE-ISIN:INE063P01018,INE063P01018,EQUITASBNK,CERTIFIED
NSE-ISIN:INE039E01020,INE039E01020,ERAINFRA,CERTIFIED
NSE-ISIN:INE039E01020,INE039E01020,ERAINFRA,CERTIFIED
NSE-ISIN:INE406M01024,INE406M01024,ERIS,CERTIFIED
NSE-ISIN:INE416L01017,INE416L01017,EROSMEDIA,CERTIFIED
NSE-ISIN:INE284A01012,INE284A01012,ESABINDIA,CERTIFIED
NSE-ISIN:INE818W01011,INE818W01011,ESAFSFB,CERTIFIED
NSE-ISIN:INE042A01014,INE042A01014,ESCORTS,CERTIFIED
NSE-ISIN:INE0DRI01029,INE0DRI01029,ESDS,CERTIFIED
NSE-ISIN:INE481K01013,INE481K01013,ESL,CERTIFIED
NSE-ISIN:INE011A01019,INE011A01019,ESSAROIL,CERTIFIED
NSE-ISIN:INE282A01024,INE282A01024,ESSARPORTS,CERTIFIED
NSE-ISIN:INE122M01019,INE122M01019,ESSARSHPNG,CERTIFIED
NSE-ISIN:INE825H01017,INE825H01017,ESSDEE,CERTIFIED
NSE-ISIN:INE255A01020,INE255A01020,EPL,CERTIFIED
NSE-ISIN:INE418N01035,INE418N01035,ESSENTIA,CERTIFIED
NSE-ISIN:INE778B01029,INE778B01029,ESTER,CERTIFIED
NSE-ISIN:INE758T01015,INE758T01015,ETERNAL,CERTIFIED
NSE-ISIN:INE295A01018,INE295A01018,EVERESTIND,CERTIFIED
NSE-ISIN:INE04TZ01018,INE04TZ01018,ETHOSLTD,CERTIFIED
NSE-ISIN:INE0KCE01017,INE0KCE01017,EUREKAFORB,CERTIFIED
NSE-ISIN:INE505V01016,INE505V01016,EUROBOND,CERTIFIED
NSE-ISIN:INE649H01011,INE649H01011,EUROCERA,CERTIFIED
NSE-ISIN:INE063J01011,INE063J01011,EUROMULTI,CERTIFIED
NSE-ISIN:INE198501012,INE198501012,EUROPRATIK,CERTIFIED
NSE-ISIN:INE022C01012,INE022C01012,EUROTEXIND,CERTIFIED
NSE-ISIN:INE128A01029,INE128A01029,EVEREADY,CERTIFIED
NSE-ISIN:INE295A01018,INE295A01018,EVERESTIND,CERTIFIED
NSE-ISIN:INE678H01010,INE678H01010,EVERONN,CERTIFIED
NSE-ISIN:INE688J01015,INE688J01015,EXCEL,CERTIFIED
NSE-ISIN:INE688J01023,INE688J01023,LANDSMILL,CERTIFIED
NSE-ISIN:INE223G01017,INE223G01017,EXCELCROP,CERTIFIED
NSE-ISIN:INE369A01029,INE369A01029,EXCELINDUS,CERTIFIED
NSE-ISIN:INE688J01015,INE688J01015,EXCEL,CERTIFIED
NSE-ISIN:INE606N01019,INE606N01019,EXCELSOFT,CERTIFIED
NSE-ISIN:INE777F01014,INE777F01014,EXICOM,CERTIFIED
NSE-ISIN:INE302A01020,INE302A01020,EXIDEIND,CERTIFIED
NSE-ISIN:INE201K01015,INE201K01015,EXPLEOSOL,CERTIFIED
NSE-ISIN:INE0GFE01026,INE0GFE01026,EXXARO,CERTIFIED
NSE-ISIN:INE0HF201011,INE0HF201011,FABTECH,CERTIFIED
NSE-ISIN:INE188A01015,INE188A01015,FACT,CERTIFIED
NSE-ISIN:INE513A01014,INE513A01014,FAGBEARING,CERTIFIED
NSE-ISIN:INE513A01014,INE513A01014,FAGBEARING,CERTIFIED
NSE-ISIN:INE959A01019,INE959A01019,PRIVISCL,CERTIFIED
NSE-ISIN:INE0DNW01011,INE0DNW01011,FAIRCHEMOR,CERTIFIED
NSE-ISIN:INE886G01011,INE886G01011,FAME,CERTIFIED
NSE-ISIN:INE890I01035,INE890I01035,FARMAXIND,CERTIFIED
NSE-ISIN:INE963C01033,INE963C01033,FAZE3Q,CERTIFIED
NSE-ISIN:INE220J01025,INE220J01025,FCONSUMER,CERTIFIED
NSE-ISIN:INE688I01017,INE688I01017,CAPF,CERTIFIED
NSE-ISIN:INE045J01026,INE045J01026,FCL,CERTIFIED
NSE-ISIN:INE045J01034,INE045J01034,FCL,CERTIFIED
NSE-ISIN:INE220J01025,INE220J01025,FCONSUMER,CERTIFIED
NSE-ISIN:INE512B01022,INE512B01022,FCSSOFT,CERTIFIED
NSE-ISIN:INE258B01022,INE258B01022,FDC,CERTIFIED
NSE-ISIN:INE249C01011,INE249C01011,FEDDERELEC,CERTIFIED
NSE-ISIN:INE249C01011,INE249C01011,FEDDERELEC,CERTIFIED
NSE-ISIN:INE417D01020,INE417D01020,FEDDERSHOL,CERTIFIED
NSE-ISIN:INE171A01011,INE171A01011,FEDERALBNK,CERTIFIED
NSE-ISIN:INE171A01029,INE171A01029,FEDERALBNK,CERTIFIED
NSE-ISIN:INE007N01010,INE007N01010,FEDFINA,CERTIFIED
NSE-ISIN:INE623B01027,INE623B01027,FEL,CERTIFIED
NSE-ISIN:IN9623B01058,IN9623B01058,FELDVR,CERTIFIED
NSE-ISIN:INE225B01021,INE225B01021,FERMENTA,CERTIFIED
NSE-ISIN:INE296C01020,INE296C01020,FIBERWEB,CERTIFIED
NSE-ISIN:INE737H01014,INE737H01014,FIEMIND,CERTIFIED
NSE-ISIN:INE816B01019,INE816B01019,FILATEX,CERTIFIED
NSE-ISIN:INE816B01027,INE816B01027,FILATEX,CERTIFIED
NSE-ISIN:INE816B01035,INE816B01035,FILATEX,CERTIFIED
NSE-ISIN:INE185E01021,INE185E01021,FILATFASH,CERTIFIED
NSE-ISIN:INE111B01023,INE111B01023,63MOONS,CERTIFIED
NSE-ISIN:INE235A01022,INE235A01022,FINCABLES,CERTIFIED
NSE-ISIN:INE686Y01026,INE686Y01026,FINEORG,CERTIFIED
NSE-ISIN:INE734I01027,INE734I01027,FINKURVE,CERTIFIED
NSE-ISIN:INE02NC01014,INE02NC01014,FINOPB,CERTIFIED
NSE-ISIN:INE183A01016,INE183A01016,FINPIPE,CERTIFIED
NSE-ISIN:INE183A01024,INE183A01024,FINPIPE,CERTIFIED
NSE-ISIN:INE02RE01045,INE02RE01045,FIRSTCRY,CERTIFIED
NSE-ISIN:INE492B01019,INE492B01019,FIRSTLEASE,CERTIFIED
NSE-ISIN:INE315J01015,INE315J01015,FIRSTWIN,CERTIFIED
NSE-ISIN:INE771F01041,INE771F01041,FISCHER,CERTIFIED
NSE-ISIN:INE128S01021,INE128S01021,FIVESTAR,CERTIFIED
NSE-ISIN:INE575G01010,INE575G01010,FKONCO,CERTIFIED
NSE-ISIN:INE00Y201027,INE00Y201027,FLAIR,CERTIFIED
NSE-ISIN:INE516A01017,INE516A01017,UFLEX,CERTIFIED
NSE-ISIN:INE060J01017,INE060J01017,FLEXITUFF,CERTIFIED
NSE-ISIN:INE452O01016,INE452O01016,FLFL,CERTIFIED
NSE-ISIN:INE09N301011,INE09N301011,FLUOROCHEM,CERTIFIED
NSE-ISIN:INE529A01010,INE529A01010,FMGOETZE,CERTIFIED
NSE-ISIN:INE360L01017,INE360L01017,FMNL,CERTIFIED
NSE-ISIN:INE593W01028,INE593W01028,FOCUS,CERTIFIED
NSE-ISIN:INE976E01023,INE976E01023,FOODSIN,CERTIFIED
NSE-ISIN:INE451A01017,INE451A01017,FORCEMOT,CERTIFIED
NSE-ISIN:INE061F01013,INE061F01013,FORTIS,CERTIFIED
NSE-ISIN:INE924D01017,INE924D01017,THEINVEST,CERTIFIED
NSE-ISIN:INE519A01011,INE519A01011,FOSECOIND,CERTIFIED
NSE-ISIN:INE212S01015,INE212S01015,FRACTAL,CERTIFIED
NSE-ISIN:INE194R01017,INE194R01017,FREDUN,CERTIFIED
NSE-ISIN:INE752P01024,INE752P01024,FRETAIL,CERTIFIED
NSE-ISIN:INE623B01027,INE623B01027,FEL,CERTIFIED
NSE-ISIN:IN9623B01058,IN9623B01058,FELDVR,CERTIFIED
NSE-ISIN:INE572D01014,INE572D01014,FRONTSP,CERTIFIED
NSE-ISIN:INE935Q01015,INE935Q01015,FSC,CERTIFIED
NSE-ISIN:INE684F01012,INE684F01012,FSL,CERTIFIED
NSE-ISIN:INF090I01080,INF090I01080,FTCPOF5YDV,CERTIFIED
NSE-ISIN:INF090I01072,INF090I01072,FTCPOF5YGR,CERTIFIED
NSE-ISIN:INF090I01049,INF090I01049,FTCSF5YDIV,CERTIFIED
NSE-ISIN:INF090I01031,INF090I01031,FTCSF5YGRO,CERTIFIED
NSE-ISIN:INE139R01012,INE139R01012,FUSION,CERTIFIED
NSE-ISIN:INE220J01017,INE220J01017,FUTUREVENT,CERTIFIED
NSE-ISIN:INE220J01025,INE220J01025,FCONSUMER,CERTIFIED
NSE-ISIN:INE524A01029,INE524A01029,GABRIEL,CERTIFIED
NSE-ISIN:INE036B01022,INE036B01022,GAEL,CERTIFIED
NSE-ISIN:INE036B01030,INE036B01030,GAEL,CERTIFIED
NSE-ISIN:INE129A01019,INE129A01019,GAIL,CERTIFIED
NSE-ISIN:INE18UN01038,INE18UN01038,GAJA,CERTIFIED
NSE-ISIN:INE482J01013,INE482J01013,GAL,CERTIFIED
NSE-ISIN:INE482J01021,INE482J01021,SHAH,CERTIFIED
NSE-ISIN:INE0RE001014,INE0RE001014,GALAPREC,CERTIFIED
NSE-ISIN:INE600K01018,INE600K01018,GALAXYSURF,CERTIFIED
NSE-ISIN:INE297H01019,INE297H01019,GALLANTT,CERTIFIED
NSE-ISIN:INE528K01011,INE528K01011,GALLISPAT,CERTIFIED
NSE-ISIN:INE528K01029,INE528K01029,GALLISPAT,CERTIFIED
NSE-ISIN:INE181G01025,INE181G01025,GAMMNINFRA,CERTIFIED
NSE-ISIN:INE259B01020,INE259B01020,GAMMONIND,CERTIFIED
NSE-ISIN:INE717W01049,INE717W01049,GANDHAR,CERTIFIED
NSE-ISIN:INE524B01027,INE524B01027,GANDHITUBE,CERTIFIED
NSE-ISIN:INE845D01014,INE845D01014,GANECOS,CERTIFIED
NSE-ISIN:INE388A01029,INE388A01029,GANESHBE,CERTIFIED
NSE-ISIN:INE652V01016,INE652V01016,GANESHCP,CERTIFIED
NSE-ISIN:INE460C01014,INE460C01014,GANESHHOU,CERTIFIED
NSE-ISIN:INE460C01014,INE460C01014,GANESHHOU,CERTIFIED
NSE-ISIN:INE691Z01023,INE691Z01023,GANGAFORGE,CERTIFIED
NSE-ISIN:INE335W01016,INE335W01016,GANGESSECU,CERTIFIED
NSE-ISIN:INE670B01028,INE670B01028,GANGOTRI,CERTIFIED
NSE-ISIN:INE460C01014,INE460C01014,GANESHHOUC,CERTIFIED
NSE-ISIN:INE526A01016,INE526A01016,GARDENSILK,CERTIFIED
NSE-ISIN:INE276A01018,INE276A01018,GARFIBRES,CERTIFIED
NSE-ISIN:INE0JVO01026,INE0JVO01026,GARUDA,CERTIFIED
NSE-ISIN:INE276A01018,INE276A01018,GARFIBRES,CERTIFIED
NSE-ISIN:INE446C01013,INE446C01013,GLOBOFFS,CERTIFIED
NSE-ISIN:INE224E01028,INE224E01028,GATECH,CERTIFIED
NSE-ISIN:INE224E01036,INE224E01036,GATECHDVR,CERTIFIED
NSE-ISIN:INE079J01017,INE079J01017,GATEWAY,CERTIFIED
NSE-ISIN:INE152B01027,INE152B01027,GATI,CERTIFIED
NSE-ISIN:INE0P8B01020,INE0P8B01020,GAUDIUMIVF,CERTIFIED
NSE-ISIN:INE287Z01012,INE287Z01012,GAYAHWS,CERTIFIED
NSE-ISIN:INE336H01015,INE336H01015,GAYAPROJ,CERTIFIED
NSE-ISIN:INE336H01023,INE336H01023,GAYAPROJ,CERTIFIED
NSE-ISIN:INE087J01028,INE087J01028,GBGLOBAL,CERTIFIED
NSE-ISIN:INE886H01027,INE886H01027,TV18BRDCST,CERTIFIED
NSE-ISIN:INE199P01028,INE199P01028,GCSL,CERTIFIED
NSE-ISIN:INE852F01015,INE852F01015,GDL,CERTIFIED
NSE-ISIN:INE200A01026,INE200A01026,AREVAT&D,CERTIFIED
NSE-ISIN:INE916G01016,INE916G01016,GEECEE,CERTIFIED
NSE-ISIN:INE669X01016,INE669X01016,GEEKAYWIRE,CERTIFIED
NSE-ISIN:INE669X01032,INE669X01032,GEEKAYWIRE,CERTIFIED
NSE-ISIN:INE599B01011,INE599B01011,GEINDSYS,CERTIFIED
NSE-ISIN:INE06XZ01023,INE06XZ01023,GEMAROMA,CERTIFIED
NSE-ISIN:INE878C01033,INE878C01033,GEMINI,CERTIFIED
NSE-ISIN:INE854S01022,INE854S01022,GENCON,CERTIFIED
NSE-ISIN:INE727B01026,INE727B01026,GENESYS,CERTIFIED
NSE-ISIN:INE06H201014,INE06H201014,GENSOL,CERTIFIED
NSE-ISIN:INE955D01029,INE955D01029,GENUSPOWER,CERTIFIED
